long_East,lat_North,topography, MOLArange,  planet_rad, c,A,  Ephermis Time,            UTC,          Orbit
322.26245,-14.55830,     104.90, 379030.99,  3394386.01,1,0,  26505408.66749,2000-11-03T06:35:44.485, 17408
322.26177,-14.56340,      92.79, 379040.84,  3394373.25,1,0,  26505408.76750,2000-11-03T06:35:44.585, 17408
322.26109,-14.56850,      84.52, 379046.85,  3394364.33,1,0,  26505408.86750,2000-11-03T06:35:44.685, 17408
322.26041,-14.57370,      79.95, 379049.19,  3394359.11,1,0,  26505408.96751,2000-11-03T06:35:44.785, 17408
322.25973,-14.57880,      82.56, 379044.32,  3394361.06,1,0,  26505409.06751,2000-11-03T06:35:44.885, 17408
322.25905,-14.58390,      83.89, 379040.73,  3394361.74,1,0,  26505409.16751,2000-11-03T06:35:44.985, 17408
322.25837,-14.58900,      88.22, 379034.14,  3394365.42,1,0,  26505409.26752,2000-11-03T06:35:45.085, 17408
322.25769,-14.59410,      88.15, 379031.95,  3394364.70,1,0,  26505409.36752,2000-11-03T06:35:45.185, 17408
322.25701,-14.59930,      84.05, 379033.81,  3394359.95,1,0,  26505409.46753,2000-11-03T06:35:45.285, 17408
322.25633,-14.60440,      82.55, 379033.06,  3394357.79,1,0,  26505409.56753,2000-11-03T06:35:45.385, 17408
322.25565,-14.60950,      80.48, 379032.88,  3394355.07,1,0,  26505409.66753,2000-11-03T06:35:45.485, 17408
322.25497,-14.61460,      64.39, 379046.70,  3394338.33,1,0,  26505409.76754,2000-11-03T06:35:45.585, 17408
322.25429,-14.61970,      62.90, 379045.95,  3394336.19,1,0,  26505409.86754,2000-11-03T06:35:45.685, 17408
322.25361,-14.62480,      67.10, 379039.50,  3394339.74,1,0,  26505409.96755,2000-11-03T06:35:45.785, 17408
322.25295,-14.62990,      66.15, 379038.20,  3394338.14,1,0,  26505410.06755,2000-11-03T06:35:45.885, 17408
322.25228,-14.63510,      67.23, 379034.86,  3394338.56,1,0,  26505410.16755,2000-11-03T06:35:45.985, 17408
322.25161,-14.64020,      64.32, 379035.54,  3394334.99,1,0,  26505410.26755,2000-11-03T06:35:46.085, 17408
322.25094,-14.64530,      63.13, 379034.47,  3394333.14,1,0,  26505410.36756,2000-11-03T06:35:46.185, 17408
322.25027,-14.65040,      70.24, 379025.12,  3394339.59,1,0,  26505410.46756,2000-11-03T06:35:46.285, 17408
322.24960,-14.65550,      65.11, 379028.01,  3394333.81,1,0,  26505410.56757,2000-11-03T06:35:46.385, 17408
322.24893,-14.66060,      70.71, 379020.15,  3394338.75,1,0,  26505410.66757,2000-11-03T06:35:46.485, 17408
322.24825,-14.66580,      87.48, 379001.13,  3394354.86,1,0,  26505410.76757,2000-11-03T06:35:46.585, 17408
322.24758,-14.67090,     119.45, 378966.92,  3394386.17,2,0,  26505410.86758,2000-11-03T06:35:46.685, 17408
322.24691,-14.67600,     172.39, 378911.74,  3394438.45,2,0,  26505410.96758,2000-11-03T06:35:46.785, 17408
322.24624,-14.68110,     169.02, 378912.88,  3394434.42,2,0,  26505411.06758,2000-11-03T06:35:46.885, 17408
322.24558,-14.68620,     -10.35, 379089.99,  3394254.39,2,0,  26505411.16759,2000-11-03T06:35:46.985, 17408
322.24491,-14.69130,    -181.86, 379259.28,  3394082.22,2,0,  26505411.26759,2000-11-03T06:35:47.085, 17408
322.24425,-14.69640,    -329.36, 379404.52,  3393934.06,2,0,  26505411.36760,2000-11-03T06:35:47.185, 17408
322.24358,-14.70150,    -465.18, 379538.10,  3393797.58,2,0,  26505411.46760,2000-11-03T06:35:47.285, 17408
322.24292,-14.70660,    -578.25, 379648.94,  3393683.86,2,0,  26505411.56760,2000-11-03T06:35:47.385, 17408
322.24225,-14.71170,    -652.91, 379721.35,  3393608.54,2,0,  26505411.66761,2000-11-03T06:35:47.485, 17408
322.24158,-14.71680,    -734.72, 379800.92,  3393526.07,2,0,  26505411.76761,2000-11-03T06:35:47.585, 17408
322.24092,-14.72190,    -812.72, 379876.68,  3393447.41,2,0,  26505411.86762,2000-11-03T06:35:47.685, 17408
322.24025,-14.72710,    -789.70, 379851.40,  3393469.77,1,0,  26505411.96762,2000-11-03T06:35:47.785, 17408
322.23958,-14.73220,    -858.55, 379918.00,  3393400.27,2,0,  26505412.06762,2000-11-03T06:35:47.885, 17408
322.23891,-14.73730,    -867.54, 379924.76,  3393390.61,2,0,  26505412.16763,2000-11-03T06:35:47.985, 17408
322.23824,-14.74240,    -845.92, 379900.89,  3393411.57,2,0,  26505412.26763,2000-11-03T06:35:48.085, 17408
322.23756,-14.74750,    -830.82, 379883.56,  3393426.00,1,0,  26505412.36763,2000-11-03T06:35:48.185, 17408
322.23689,-14.75260,    -798.94, 379849.45,  3393457.21,1,0,  26505412.46764,2000-11-03T06:35:48.285, 17408
322.23622,-14.75770,    -790.05, 379838.32,  3393465.44,2,0,  26505412.56764,2000-11-03T06:35:48.385, 17408
322.23555,-14.76280,    -808.64, 379854.68,  3393446.18,2,0,  26505412.66765,2000-11-03T06:35:48.485, 17408
322.23488,-14.76800,    -827.48, 379871.27,  3393426.68,2,0,  26505412.76765,2000-11-03T06:35:48.585, 17408
322.23421,-14.77310,    -870.22, 379911.76,  3393383.27,2,0,  26505412.86765,2000-11-03T06:35:48.685, 17408
322.23354,-14.77820,    -898.55, 379937.88,  3393354.27,1,0,  26505412.96766,2000-11-03T06:35:48.785, 17408
322.23287,-14.78330,    -917.06, 379954.14,  3393335.10,2,0,  26505413.06766,2000-11-03T06:35:48.885, 17408
322.23220,-14.78840,    -937.48, 379972.32,  3393314.01,2,0,  26505413.16767,2000-11-03T06:35:48.985, 17408
322.23153,-14.79350,    -971.89, 380004.50,  3393278.94,2,0,  26505413.26767,2000-11-03T06:35:49.085, 17408
322.23086,-14.79860,   -1013.51, 380043.88,  3393236.65,2,0,  26505413.36767,2000-11-03T06:35:49.185, 17408
322.23019,-14.80370,   -1097.58, 380125.73,  3393151.91,2,0,  26505413.46768,2000-11-03T06:35:49.285, 17408
322.22952,-14.80880,   -1169.81, 380195.72,  3393079.02,1,0,  26505413.56768,2000-11-03T06:35:49.385, 17408
322.22886,-14.81400,   -1217.06, 380240.72,  3393031.10,2,0,  26505413.66769,2000-11-03T06:35:49.485, 17408
322.22818,-14.81910,   -1217.40, 380238.83,  3393030.10,1,0,  26505413.76769,2000-11-03T06:35:49.585, 17408
322.22751,-14.82420,   -1242.57, 380261.77,  3393004.26,2,0,  26505413.86769,2000-11-03T06:35:49.685, 17408
322.22684,-14.82930,   -1197.59, 380214.55,  3393048.57,2,0,  26505413.96770,2000-11-03T06:35:49.785, 17408
322.22544,-14.83950,   -1059.55, 380072.03,  3393185.29,1,0,  26505414.16772,2000-11-03T06:35:49.985, 17408
322.22475,-14.84460,   -1043.79, 380054.06,  3393200.37,2,0,  26505414.26772,2000-11-03T06:35:50.085, 17408
322.22407,-14.84970,   -1037.89, 380045.93,  3393205.60,2,0,  26505414.36773,2000-11-03T06:35:50.185, 17408
322.22338,-14.85490,   -1041.70, 380047.51,  3393201.12,2,0,  26505414.46773,2000-11-03T06:35:50.285, 17408
322.22269,-14.86000,   -1023.12, 380026.70,  3393219.03,2,0,  26505414.56774,2000-11-03T06:35:50.385, 17408
322.22200,-14.86510,    -971.75, 379973.08,  3393269.72,2,0,  26505414.66774,2000-11-03T06:35:50.485, 17408
322.22132,-14.87020,    -957.66, 379956.76,  3393283.14,2,0,  26505414.76774,2000-11-03T06:35:50.585, 17408
322.22063,-14.87530,    -958.26, 379955.14,  3393281.87,2,0,  26505414.86775,2000-11-03T06:35:50.685, 17408
322.21994,-14.88040,    -984.19, 379978.82,  3393255.27,2,0,  26505414.96775,2000-11-03T06:35:50.785, 17408
322.21926,-14.88550,   -1016.25, 380008.68,  3393222.53,2,0,  26505415.06775,2000-11-03T06:35:50.885, 17408
322.21857,-14.89060,    -966.51, 379956.69,  3393271.60,2,0,  26505415.16776,2000-11-03T06:35:50.985, 17408
322.21788,-14.89570,    -894.14, 379882.09,  3393343.30,2,0,  26505415.26776,2000-11-03T06:35:51.085, 17408
322.21720,-14.90080,    -909.11, 379894.85,  3393327.66,2,0,  26505415.36777,2000-11-03T06:35:51.185, 17408
322.21651,-14.90590,    -897.01, 379880.50,  3393339.08,2,0,  26505415.46777,2000-11-03T06:35:51.285, 17408
322.21582,-14.91110,    -852.93, 379834.20,  3393382.49,2,0,  26505415.56777,2000-11-03T06:35:51.385, 17408
322.21513,-14.91620,    -795.12, 379774.16,  3393439.63,2,0,  26505415.66778,2000-11-03T06:35:51.485, 17408
322.21444,-14.92130,    -720.32, 379697.14,  3393513.76,2,0,  26505415.76778,2000-11-03T06:35:51.585, 17408
322.21375,-14.92640,    -614.29, 379588.88,  3393619.11,2,0,  26505415.86779,2000-11-03T06:35:51.685, 17408
322.21306,-14.93150,    -496.71, 379469.07,  3393736.02,2,0,  26505415.96779,2000-11-03T06:35:51.785, 17408
322.21237,-14.93660,    -356.80, 379326.93,  3393875.25,2,0,  26505416.06779,2000-11-03T06:35:51.885, 17408
322.21167,-14.94180,    -180.52, 379148.43,  3394050.85,2,0,  26505416.16780,2000-11-03T06:35:51.985, 17408
322.21098,-14.94690,     -22.34, 378988.02,  3394208.35,1,0,  26505416.26780,2000-11-03T06:35:52.085, 17408
322.21029,-14.95200,      -0.93, 378964.37,  3394229.08,1,0,  26505416.36780,2000-11-03T06:35:52.185, 17408
322.20960,-14.95710,       7.45, 378953.78,  3394236.78,1,0,  26505416.46781,2000-11-03T06:35:52.285, 17408
322.20892,-14.96220,      10.76, 378948.24,  3394239.42,1,0,  26505416.56781,2000-11-03T06:35:52.385, 17408
322.20823,-14.96730,      14.59, 378942.17,  3394242.57,1,0,  26505416.66782,2000-11-03T06:35:52.485, 17408
322.20754,-14.97240,      22.54, 378932.02,  3394249.84,1,0,  26505416.76782,2000-11-03T06:35:52.585, 17408
322.20686,-14.97750,      24.72, 378927.61,  3394251.34,2,0,  26505416.86782,2000-11-03T06:35:52.685, 17408
322.20617,-14.98270,      38.55, 378911.55,  3394264.49,1,0,  26505416.96783,2000-11-03T06:35:52.785, 17408
322.20548,-14.98780,      42.85, 378905.03,  3394268.11,2,0,  26505417.06783,2000-11-03T06:35:52.885, 17408
322.20480,-14.99290,      50.74, 378894.91,  3394275.32,1,0,  26505417.16783,2000-11-03T06:35:52.985, 17408
322.20411,-14.99800,      56.11, 378887.33,  3394280.01,1,0,  26505417.26784,2000-11-03T06:35:53.085, 17408
322.20342,-15.00310,      64.94, 378876.30,  3394288.16,2,0,  26505417.36784,2000-11-03T06:35:53.185, 17408
322.20274,-15.00820,      76.34, 378862.65,  3394298.88,1,0,  26505417.46785,2000-11-03T06:35:53.285, 17408
322.20205,-15.01330,      85.65, 378851.11,  3394307.52,1,0,  26505417.56785,2000-11-03T06:35:53.385, 17408
322.20136,-15.01840,     108.96, 378825.57,  3394330.15,1,0,  26505417.66785,2000-11-03T06:35:53.485, 17408
322.20068,-15.02350,     161.80, 378770.53,  3394382.31,2,0,  26505417.76786,2000-11-03T06:35:53.585, 17408
322.19999,-15.02860,     199.92, 378730.20,  3394419.75,2,0,  26505417.86786,2000-11-03T06:35:53.685, 17408
322.19930,-15.03380,     220.63, 378707.25,  3394439.78,1,0,  26505417.96787,2000-11-03T06:35:53.785, 17408
322.19863,-15.03890,     249.52, 378676.14,  3394467.98,2,0,  26505418.06787,2000-11-03T06:35:53.885, 17408
322.19795,-15.04400,     260.11, 378663.36,  3394477.88,1,0,  26505418.16787,2000-11-03T06:35:53.985, 17408
322.19727,-15.04910,     267.73, 378653.51,  3394484.81,1,0,  26505418.26787,2000-11-03T06:35:54.085, 17408
322.19659,-15.05420,     287.15, 378631.87,  3394503.55,1,0,  26505418.36788,2000-11-03T06:35:54.185, 17408
322.19591,-15.05930,     295.15, 378621.65,  3394510.86,1,0,  26505418.46788,2000-11-03T06:35:54.285, 17408
322.19523,-15.06440,     305.06, 378609.52,  3394520.09,1,0,  26505418.56789,2000-11-03T06:35:54.385, 17408
322.19455,-15.06950,     309.20, 378603.19,  3394523.54,2,0,  26505418.66789,2000-11-03T06:35:54.485, 17408
322.19387,-15.07470,     342.16, 378568.01,  3394555.81,1,0,  26505418.76789,2000-11-03T06:35:54.585, 17408
322.19319,-15.07980,     373.68, 378534.26,  3394586.65,2,0,  26505418.86790,2000-11-03T06:35:54.685, 17408
322.19251,-15.08490,     387.74, 378518.01,  3394600.02,1,0,  26505418.96790,2000-11-03T06:35:54.785, 17408
322.19183,-15.09000,     398.05, 378505.48,  3394609.65,1,0,  26505419.06791,2000-11-03T06:35:54.885, 17408
322.19115,-15.09510,     401.14, 378500.17,  3394612.05,2,0,  26505419.16791,2000-11-03T06:35:54.985, 17408
322.19047,-15.10020,     428.71, 378470.38,  3394638.93,1,0,  26505419.26791,2000-11-03T06:35:55.085, 17408
322.18979,-15.10530,     452.97, 378443.91,  3394662.51,2,0,  26505419.36792,2000-11-03T06:35:55.185, 17408
322.18911,-15.11040,     478.76, 378415.91,  3394687.61,1,0,  26505419.46792,2000-11-03T06:35:55.285, 17408
322.18843,-15.11560,     509.55, 378382.91,  3394717.72,2,0,  26505419.56793,2000-11-03T06:35:55.385, 17408
322.18775,-15.12070,     517.51, 378372.71,  3394724.99,2,0,  26505419.66793,2000-11-03T06:35:55.485, 17408
322.18707,-15.12580,     517.91, 378370.12,  3394724.70,1,0,  26505419.76793,2000-11-03T06:35:55.585, 17408
322.18639,-15.13090,     538.56, 378347.24,  3394744.67,2,0,  26505419.86794,2000-11-03T06:35:55.685, 17408
322.18571,-15.13600,     562.81, 378320.77,  3394768.23,2,0,  26505419.96794,2000-11-03T06:35:55.785, 17408
322.18503,-15.14110,     541.15, 378340.23,  3394745.88,1,0,  26505420.06794,2000-11-03T06:35:55.885, 17408
322.18436,-15.14620,     514.50, 378364.67,  3394718.54,2,0,  26505420.16795,2000-11-03T06:35:55.985, 17408
322.18368,-15.15130,     516.31, 378360.65,  3394719.66,1,0,  26505420.26795,2000-11-03T06:35:56.085, 17408
322.18300,-15.15650,     520.95, 378353.80,  3394723.60,1,0,  26505420.36795,2000-11-03T06:35:56.185, 17408
322.18232,-15.16160,     518.01, 378354.53,  3394719.97,1,0,  26505420.46796,2000-11-03T06:35:56.285, 17408
322.18164,-15.16670,     510.70, 378359.64,  3394711.97,1,0,  26505420.56796,2000-11-03T06:35:56.385, 17408
322.18028,-15.17690,     509.24, 378356.69,  3394709.12,1,0,  26505420.76797,2000-11-03T06:35:56.585, 17408
322.17960,-15.18200,     518.09, 378345.63,  3394717.28,1,0,  26505420.86797,2000-11-03T06:35:56.685, 17408
322.17892,-15.18710,     514.06, 378347.44,  3394712.56,1,0,  26505420.96798,2000-11-03T06:35:56.785, 17408
322.17824,-15.19220,     517.36, 378341.95,  3394715.16,1,0,  26505421.06798,2000-11-03T06:35:56.885, 17408
322.17756,-15.19730,     518.98, 378338.12,  3394716.09,1,0,  26505421.16799,2000-11-03T06:35:56.985, 17408
322.17688,-15.20250,     515.09, 378339.81,  3394711.51,1,0,  26505421.26799,2000-11-03T06:35:57.085, 17408
322.17620,-15.20760,     517.96, 378334.74,  3394713.68,1,0,  26505421.36799,2000-11-03T06:35:57.185, 17408
322.17552,-15.21270,     520.76, 378329.71,  3394715.79,1,0,  26505421.46800,2000-11-03T06:35:57.285, 17408
322.17484,-15.21780,     515.43, 378332.84,  3394709.77,1,0,  26505421.56800,2000-11-03T06:35:57.385, 17408
322.17416,-15.22290,     512.40, 378333.65,  3394706.05,1,0,  26505421.66801,2000-11-03T06:35:57.485, 17408
322.17348,-15.22800,     508.61, 378335.25,  3394701.56,1,0,  26505421.76801,2000-11-03T06:35:57.585, 17408
322.17280,-15.23310,     509.66, 378331.99,  3394701.92,2,0,  26505421.86801,2000-11-03T06:35:57.685, 17408
322.17212,-15.23820,     524.44, 378314.98,  3394716.01,1,0,  26505421.96802,2000-11-03T06:35:57.785, 17408
322.17142,-15.24340,     526.96, 378310.27,  3394717.83,1,0,  26505422.06802,2000-11-03T06:35:57.885, 17408
322.17074,-15.24850,     524.50, 378310.52,  3394714.67,1,0,  26505422.16802,2000-11-03T06:35:57.985, 17408
322.17005,-15.25360,     521.10, 378311.72,  3394710.57,1,0,  26505422.26803,2000-11-03T06:35:58.085, 17408
322.16937,-15.25870,     520.72, 378309.90,  3394709.49,1,0,  26505422.36803,2000-11-03T06:35:58.185, 17408
322.16868,-15.26380,     516.48, 378311.94,  3394704.55,1,0,  26505422.46803,2000-11-03T06:35:58.285, 17408
322.16800,-15.26890,     522.57, 378303.66,  3394709.94,1,0,  26505422.56804,2000-11-03T06:35:58.385, 17408
322.16731,-15.27400,     514.48, 378309.54,  3394701.15,2,0,  26505422.66804,2000-11-03T06:35:58.485, 17408
322.16662,-15.27920,     525.10, 378296.72,  3394711.07,1,0,  26505422.76805,2000-11-03T06:35:58.585, 17408
322.16594,-15.28430,     532.67, 378286.97,  3394717.94,1,0,  26505422.86805,2000-11-03T06:35:58.685, 17408
322.16525,-15.28940,     525.87, 378291.56,  3394710.44,1,0,  26505422.96805,2000-11-03T06:35:58.785, 17408
322.16457,-15.29450,     530.48, 378284.74,  3394714.35,1,0,  26505423.06806,2000-11-03T06:35:58.886, 17408
322.16388,-15.29960,     525.99, 378287.03,  3394709.16,1,0,  26505423.16806,2000-11-03T06:35:58.986, 17408
322.16320,-15.30470,     521.16, 378289.65,  3394703.63,2,0,  26505423.26806,2000-11-03T06:35:59.086, 17408
322.16251,-15.30980,     524.43, 378284.19,  3394706.20,1,0,  26505423.36807,2000-11-03T06:35:59.186, 17408
322.16182,-15.31500,     504.57, 378301.85,  3394685.64,1,0,  26505423.46807,2000-11-03T06:35:59.286, 17408
322.16114,-15.32010,     505.61, 378298.60,  3394685.98,2,0,  26505423.56808,2000-11-03T06:35:59.386, 17408
322.16045,-15.32520,     512.99, 378289.01,  3394692.66,1,0,  26505423.66808,2000-11-03T06:35:59.486, 17408
322.15977,-15.33030,     531.87, 378267.93,  3394710.84,1,0,  26505423.76808,2000-11-03T06:35:59.586, 17408
322.15908,-15.33540,     539.24, 378258.37,  3394717.51,1,0,  26505423.86809,2000-11-03T06:35:59.686, 17408
322.15839,-15.34050,     546.17, 378249.24,  3394723.74,1,0,  26505423.96809,2000-11-03T06:35:59.786, 17408
322.15771,-15.34570,     553.94, 378239.28,  3394730.81,1,0,  26505424.06809,2000-11-03T06:35:59.886, 17408
322.15702,-15.35080,     568.45, 378222.55,  3394744.62,1,0,  26505424.16810,2000-11-03T06:35:59.986, 17408
322.15633,-15.35590,     579.52, 378209.30,  3394754.98,1,0,  26505424.26810,2000-11-03T06:36:00.086, 17408
322.15565,-15.36100,     604.52, 378182.11,  3394779.27,1,0,  26505424.36811,2000-11-03T06:36:00.186, 17408
322.15496,-15.36610,     595.66, 378188.77,  3394769.71,1,0,  26505424.46811,2000-11-03T06:36:00.286, 17408
322.15428,-15.37120,     599.86, 378182.38,  3394773.20,2,0,  26505424.56811,2000-11-03T06:36:00.386, 17408
322.15359,-15.37630,     627.67, 378152.36,  3394800.30,1,0,  26505424.66812,2000-11-03T06:36:00.486, 17408
322.15290,-15.38150,     648.62, 378129.23,  3394820.55,1,0,  26505424.76812,2000-11-03T06:36:00.586, 17408
322.15222,-15.38660,     662.27, 378113.38,  3394833.49,1,0,  26505424.86813,2000-11-03T06:36:00.686, 17408
322.15153,-15.39170,     685.67, 378087.78,  3394856.18,2,0,  26505424.96813,2000-11-03T06:36:00.786, 17408
322.15084,-15.39680,     681.61, 378089.65,  3394851.42,2,0,  26505425.06813,2000-11-03T06:36:00.886, 17408
322.15016,-15.40190,     655.48, 378113.58,  3394824.58,2,0,  26505425.16814,2000-11-03T06:36:00.986, 17408
322.14947,-15.40700,     654.85, 378112.02,  3394823.24,2,0,  26505425.26814,2000-11-03T06:36:01.086, 17408
322.14879,-15.41210,     614.53, 378150.16,  3394782.22,2,0,  26505425.36814,2000-11-03T06:36:01.186, 17408
322.14811,-15.41730,     544.83, 378217.67,  3394711.81,2,0,  26505425.46815,2000-11-03T06:36:01.286, 17408
322.14742,-15.42240,     496.03, 378264.28,  3394662.30,2,0,  26505425.56815,2000-11-03T06:36:01.386, 17408
322.14674,-15.42750,     474.85, 378283.26,  3394640.42,2,0,  26505425.66816,2000-11-03T06:36:01.486, 17408
322.14605,-15.43260,     461.22, 378294.69,  3394626.08,1,0,  26505425.76816,2000-11-03T06:36:01.586, 17408
322.14537,-15.43770,     450.87, 378302.86,  3394615.02,1,0,  26505425.86816,2000-11-03T06:36:01.686, 17408
322.14468,-15.44280,     457.32, 378294.20,  3394620.77,1,0,  26505425.96817,2000-11-03T06:36:01.786, 17408
322.14401,-15.44790,     448.69, 378300.66,  3394611.43,1,0,  26505426.06817,2000-11-03T06:36:01.886, 17408
322.14333,-15.45300,     442.75, 378304.39,  3394604.78,1,0,  26505426.16817,2000-11-03T06:36:01.986, 17408
322.14265,-15.45810,     426.21, 378318.75,  3394587.52,1,0,  26505426.26818,2000-11-03T06:36:02.086, 17408
322.14197,-15.46330,     422.98, 378319.82,  3394583.58,1,0,  26505426.36818,2000-11-03T06:36:02.186, 17408
322.14129,-15.46840,     421.21, 378319.38,  3394581.10,1,0,  26505426.46819,2000-11-03T06:36:02.286, 17408
322.14061,-15.47350,     421.16, 378317.24,  3394580.34,1,0,  26505426.56819,2000-11-03T06:36:02.386, 17408
322.13993,-15.47860,     419.34, 378316.87,  3394577.80,1,0,  26505426.66819,2000-11-03T06:36:02.486, 17408
322.13925,-15.48370,     418.85, 378315.18,  3394576.60,1,0,  26505426.76820,2000-11-03T06:36:02.586, 17408
322.13857,-15.48880,     415.49, 378316.35,  3394572.53,1,0,  26505426.86820,2000-11-03T06:36:02.686, 17408
322.13789,-15.49390,     412.45, 378317.22,  3394568.78,1,0,  26505426.96821,2000-11-03T06:36:02.786, 17408
322.13721,-15.49900,     409.83, 378317.65,  3394565.44,1,0,  26505427.06821,2000-11-03T06:36:02.886, 17408
322.13653,-15.50420,     409.72, 378315.56,  3394564.62,1,0,  26505427.16821,2000-11-03T06:36:02.986, 17408
322.13585,-15.50930,     408.92, 378314.19,  3394563.11,1,0,  26505427.26822,2000-11-03T06:36:03.086, 17408
322.13517,-15.51440,     407.44, 378313.47,  3394560.92,2,0,  26505427.36822,2000-11-03T06:36:03.186, 17408
322.13448,-15.51950,     414.01, 378304.72,  3394566.77,1,0,  26505427.46822,2000-11-03T06:36:03.286, 17408
322.13380,-15.52460,     414.21, 378302.35,  3394566.26,1,0,  26505427.56823,2000-11-03T06:36:03.386, 17408
322.13312,-15.52970,     412.46, 378301.91,  3394563.80,1,0,  26505427.66823,2000-11-03T06:36:03.486, 17408
322.13244,-15.53480,     410.28, 378301.90,  3394560.91,1,0,  26505427.76824,2000-11-03T06:36:03.586, 17408
322.13176,-15.53990,     407.52, 378302.47,  3394557.43,1,0,  26505427.86824,2000-11-03T06:36:03.686, 17408
322.13108,-15.54500,     405.32, 378302.49,  3394554.52,1,0,  26505427.96824,2000-11-03T06:36:03.786, 17408
322.12972,-15.55530,     408.89, 378294.56,  3394556.66,1,0,  26505428.16827,2000-11-03T06:36:03.986, 17408
322.12904,-15.56040,     410.36, 378290.90,  3394557.41,1,0,  26505428.26827,2000-11-03T06:36:04.086, 17408
322.12836,-15.56550,     406.17, 378292.94,  3394552.50,1,0,  26505428.36827,2000-11-03T06:36:04.186, 17408
322.12768,-15.57060,     403.63, 378293.29,  3394549.24,1,0,  26505428.46828,2000-11-03T06:36:04.286, 17408
322.12700,-15.57570,     403.07, 378291.66,  3394547.97,1,0,  26505428.56828,2000-11-03T06:36:04.386, 17408
322.12632,-15.58080,     404.20, 378288.35,  3394548.38,1,0,  26505428.66829,2000-11-03T06:36:04.486, 17408
322.12564,-15.58590,     402.38, 378287.98,  3394545.84,1,0,  26505428.76829,2000-11-03T06:36:04.586, 17408
322.12496,-15.59110,     400.48, 378287.71,  3394543.22,1,0,  26505428.86829,2000-11-03T06:36:04.686, 17408
322.12428,-15.59620,     401.06, 378284.95,  3394543.08,1,0,  26505428.96830,2000-11-03T06:36:04.786, 17408
322.12360,-15.60130,     402.10, 378281.74,  3394543.40,1,0,  26505429.06830,2000-11-03T06:36:04.886, 17408
322.12291,-15.60640,     404.11, 378277.54,  3394544.69,1,0,  26505429.16831,2000-11-03T06:36:04.986, 17408
322.12223,-15.61150,     407.26, 378272.23,  3394547.12,1,0,  26505429.26831,2000-11-03T06:36:05.086, 17408
322.12155,-15.61660,     409.23, 378268.07,  3394548.37,1,0,  26505429.36831,2000-11-03T06:36:05.186, 17408
322.12087,-15.62170,     414.00, 378261.12,  3394552.42,1,0,  26505429.46832,2000-11-03T06:36:05.286, 17408
322.12019,-15.62680,     419.87, 378253.06,  3394557.58,1,0,  26505429.56832,2000-11-03T06:36:05.386, 17408
322.11951,-15.63190,     421.12, 378249.63,  3394558.11,1,0,  26505429.66833,2000-11-03T06:36:05.486, 17408
322.11883,-15.63710,     424.94, 378243.64,  3394561.21,1,0,  26505429.76833,2000-11-03T06:36:05.586, 17408
322.11815,-15.64220,     431.71, 378234.70,  3394567.26,1,0,  26505429.86833,2000-11-03T06:36:05.686, 17408
322.11747,-15.64730,     435.29, 378228.93,  3394570.12,1,0,  26505429.96834,2000-11-03T06:36:05.786, 17408
322.11678,-15.65240,     438.67, 378223.40,  3394572.78,1,0,  26505430.06834,2000-11-03T06:36:05.886, 17408
322.11609,-15.65750,     451.68, 378208.21,  3394585.06,1,0,  26505430.16834,2000-11-03T06:36:05.986, 17408
322.11541,-15.66260,     471.43, 378186.29,  3394604.09,1,0,  26505430.26835,2000-11-03T06:36:06.086, 17408
322.11472,-15.66770,     499.93, 378155.64,  3394631.86,2,0,  26505430.36835,2000-11-03T06:36:06.186, 17408
322.11404,-15.67280,     523.02, 378130.37,  3394654.23,1,0,  26505430.46835,2000-11-03T06:36:06.286, 17408
322.11335,-15.67790,     531.77, 378119.44,  3394662.25,2,0,  26505430.56836,2000-11-03T06:36:06.386, 17408
322.11267,-15.68300,     550.35, 378098.68,  3394680.11,1,0,  26505430.66836,2000-11-03T06:36:06.486, 17408
322.11198,-15.68820,     586.87, 378060.02,  3394715.90,2,0,  26505430.76837,2000-11-03T06:36:06.586, 17408
322.11130,-15.69330,     644.07, 378000.64,  3394772.38,2,0,  26505430.86837,2000-11-03T06:36:06.686, 17408
322.11061,-15.69840,     684.65, 377957.89,  3394812.23,2,0,  26505430.96837,2000-11-03T06:36:06.786, 17408
322.10992,-15.70350,     738.09, 377902.28,  3394864.95,2,0,  26505431.06838,2000-11-03T06:36:06.886, 17408
322.10923,-15.70860,     839.38, 377798.82,  3394965.51,2,0,  26505431.16838,2000-11-03T06:36:06.986, 17408
322.10855,-15.71370,     742.99, 377893.03,  3394868.40,2,0,  26505431.26839,2000-11-03T06:36:07.086, 17408
322.10787,-15.71880,     688.22, 377945.64,  3394812.90,2,0,  26505431.36839,2000-11-03T06:36:07.186, 17408
322.10719,-15.72390,     763.94, 377867.72,  3394887.90,2,0,  26505431.46839,2000-11-03T06:36:07.286, 17408
322.10649,-15.72910,     931.40, 377698.10,  3395054.63,1,0,  26505431.56840,2000-11-03T06:36:07.386, 17408
322.10581,-15.73420,     898.37, 377728.95,  3395020.88,2,0,  26505431.66840,2000-11-03T06:36:07.486, 17408
322.10513,-15.73930,     889.85, 377735.32,  3395011.63,2,0,  26505431.76841,2000-11-03T06:36:07.586, 17408
322.10444,-15.74440,     877.56, 377745.42,  3394998.62,1,0,  26505431.86841,2000-11-03T06:36:07.686, 17408
322.10376,-15.74950,     875.84, 377744.98,  3394996.17,1,0,  26505431.96841,2000-11-03T06:36:07.786, 17408
